Anno;Tipo variazione;Codice Regione;Codice Istat del Comune;Denominazione Comune;Codice Istat del Comune associato alla variazione o nuovo codice Istat del Comune ;Denominazione Comune associata alla variazione o nuova denominazione;Provvedimento e Documento;Contenuto del provvedimento;Data decorrenza validità amministrativa
2017;AQ;01;001316;Mappano;001028;Borgaro Torinese;"Legge Regionale 25 gennaio 2013, n. 1; B.U. n. 5 del 31 gennaio 2013. Successivo Decreto del Presidente del TAR Piemonte n. 44 del 21 febbraio 2017, con il quale è dichiarato estinto per rinuncia il ricorso contro l'istituzione del comune di Mappano";Nuovo Comune costituito con zone di territorio staccate dai comuni di Caselle Torinese, Borgaro Torinese, Settimo Torinese e Leini.;18/04/2017
2017;AQ;01;001316;Mappano;001265;Settimo Torinese;"Legge Regionale 25 gennaio 2013, n. 1; B.U. n. 5 del 31 gennaio 2013. Successivo Decreto del Presidente del TAR Piemonte n. 44 del 21 febbraio 2017, con il quale è dichiarato estinto per rinuncia il ricorso contro l'istituzione del comune di Mappano";Nuovo Comune costituito con zone di territorio staccate dai comuni di Caselle Torinese, Borgaro Torinese, Settimo Torinese e Leini. ;18/04/2017
2017;AQ;01;001316;Mappano;001130;Leini;"Legge Regionale 25 gennaio 2013, n. 1; B.U. n. 5 del 31 gennaio 2013. Successivo Decreto del Presidente del TAR Piemonte n. 44 del 21 febbraio 2017, con il quale è dichiarato estinto per rinuncia il ricorso contro l'istituzione del comune di Mappano";Nuovo Comune costituito con zone di territorio staccate dai comuni di Caselle Torinese, Borgaro Torinese, Settimo Torinese e Leini. ;18/04/2017
2017;CE;01;001063;Caselle Torinese;001316;Mappano;"Legge Regionale 25 gennaio 2013, n. 1; B.U. n. 5 del 31 gennaio 2013. Successivo Decreto del Presidente del TAR Piemonte n. 44 del 21 febbraio 2017, con il quale è dichiarato estinto per rinuncia il ricorso contro l'istituzione del comune di Mappano";Modificata la circoscrizione territoriale a seguito del distacco di alcune zone di territorio erette in Comune autonomo con denominazione Mappano     ;18/04/2017
2017;CE;01;001028;Borgaro Torinese;001316;Mappano;"Legge Regionale 25 gennaio 2013, n. 1; B.U. n. 5 del 31 gennaio 2013. Successivo Decreto del Presidente del TAR Piemonte n. 44 del 21 febbraio 2017, con il quale è dichiarato estinto per rinuncia il ricorso contro l'istituzione del comune di Mappano";Modificata la circoscrizione territoriale a seguito del distacco di alcune zone di territorio erette in Comune autonomo con denominazione Mappano;18/04/2017
2017;CE;01;001265;Settimo Torinese;001316;Mappano;"Legge Regionale 25 gennaio 2013, n. 1; B.U. n. 5 del 31 gennaio 2013. Successivo Decreto del Presidente del TAR Piemonte n. 44 del 21 febbraio 2017, con il quale è dichiarato estinto per rinuncia il ricorso contro l'istituzione del comune di Mappano";Modificata la circoscrizione territoriale a seguito del distacco di alcune zone di territorio erette in Comune autonomo con denominazione Mappano;18/04/2017
2017;CE;01;001130;Leini;001316;Mappano;"Legge Regionale 25 gennaio 2013, n. 1; B.U. n. 5 del 31 gennaio 2013. Successivo Decreto del Presidente del TAR Piemonte n. 44 del 21 febbraio 2017, con il quale è dichiarato estinto per rinuncia il ricorso contro l'istituzione del comune di Mappano";Modificata la circoscrizione territoriale a seguito del distacco di alcune zone di territorio erette in Comune autonomo con denominazione Mappano;18/04/2017
2017;CS;18;078156;Casali del Manco;078028;Casole Bruzio;"Legge regionale 5 maggio 2017, n. 11; B.U.R. n. 40 del 5 maggio 2017";Nuovo comune costituito mediante fusione dei comuni di Casole Bruzio, Pedace, Serra Pedace, Spezzano Piccolo e Trenta;05/05/2017
2017;CS;18;078156;Casali del Manco;078095;Pedace;"Legge regionale 5 maggio 2017, n. 11; B.U.R. n. 40 del 5 maggio 2017";Nuovo comune costituito mediante fusione dei comuni di Casole Bruzio, Pedace, Serra Pedace, Spezzano Piccolo e Trenta;05/05/2017
2017;CS;18;078156;Casali del Manco;078141;Serra Pedace;"Legge regionale 5 maggio 2017, n. 11; B.U.R. n. 40 del 5 maggio 2017";Nuovo comune costituito mediante fusione dei comuni di Casole Bruzio, Pedace, Serra Pedace, Spezzano Piccolo e Trenta;05/05/2017
2017;CS;18;078156;Casali del Manco;078144;Spezzano Piccolo;"Legge regionale 5 maggio 2017, n. 11; B.U.R. n. 40 del 5 maggio 2017";Nuovo comune costituito mediante fusione dei comuni di Casole Bruzio, Pedace, Serra Pedace, Spezzano Piccolo e Trenta;05/05/2017
2017;CS;18;078156;Casali del Manco;078151;Trenta;"Legge regionale 5 maggio 2017, n. 11; B.U.R. n. 40 del 5 maggio 2017";Nuovo comune costituito mediante fusione dei comuni di Casole Bruzio, Pedace, Serra Pedace, Spezzano Piccolo e Trenta;05/05/2017
2017;AQ;18;078156;Casali del Manco;078028;Casole Bruzio;"Legge regionale 5 maggio 2017, n. 11; B.U.R. n. 40 del 5 maggio 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Casole Bruzio, Pedace, Serra Pedace, Spezzano Piccolo e Trenta;05/05/2017
2017;AQ;18;078156;Casali del Manco;078095;Pedace;"Legge regionale 5 maggio 2017, n. 11; B.U.R. n. 40 del 5 maggio 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Casole Bruzio, Pedace, Serra Pedace, Spezzano Piccolo e Trenta;05/05/2017
2017;AQ;18;078156;Casali del Manco;078141;Serra Pedace;"Legge regionale 5 maggio 2017, n. 11; B.U.R. n. 40 del 5 maggio 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Casole Bruzio, Pedace, Serra Pedace, Spezzano Piccolo e Trenta;05/05/2017
2017;AQ;18;078156;Casali del Manco;078144;Spezzano Piccolo;"Legge regionale 5 maggio 2017, n. 11; B.U.R. n. 40 del 5 maggio 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Casole Bruzio, Pedace, Serra Pedace, Spezzano Piccolo e Trenta;05/05/2017
2017;AQ;18;078156;Casali del Manco;078151;Trenta;"Legge regionale 5 maggio 2017, n. 11; B.U.R. n. 40 del 5 maggio 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Casole Bruzio, Pedace, Serra Pedace, Spezzano Piccolo e Trenta;05/05/2017
2017;ES;18;078028;Casole Bruzio;078156;Casali del Manco;"Legge regionale 5 maggio 2017, n. 11; B.U.R. n. 40 del 5 maggio 2017";Soppresso e unitamente ai comuni di Pedace, Serra Pedace, Spezzano Piccolo e Trenta passa a costituire il nuovo comune di Casali del Manco;05/05/2017
2017;ES;18;078095;Pedace;078156;Casali del Manco;"Legge regionale 5 maggio 2017, n. 11; B.U.R. n. 40 del 5 maggio 2017";Soppresso e unitamente ai comuni di Casole Bruzio, Serra Pedace, Spezzano Piccolo e Trenta passa a costituire il nuovo comune di Casali del Manco;05/05/2017
2017;ES;18;078141;Serra Pedace;078156;Casali del Manco;"Legge regionale 5 maggio 2017, n. 11; B.U.R. n. 40 del 5 maggio 2017";Soppresso e unitamente ai comuni di Casole Bruzio, Pedace, Spezzano Piccolo e Trenta passa a costituire il nuovo comune di Casali del Manco;05/05/2017
2017;ES;18;078144;Spezzano Piccolo;078156;Casali del Manco;"Legge regionale 5 maggio 2017, n. 11; B.U.R. n. 40 del 5 maggio 2017";Soppresso e unitamente ai comuni di Casole Bruzio, Pedace, Serra Pedace e Trenta passa a costituire il nuovo comune di Casali del Manco;05/05/2017
2017;ES;18;078151;Trenta;078156;Casali del Manco;"Legge regionale 5 maggio 2017, n. 11; B.U.R. n. 40 del 5 maggio 2017";Soppresso e unitamente ai comuni di Casole Bruzio, Pedace, Serra Pedace e Spezzano Piccolo passa a costituire il nuovo comune di Casali del Manco;05/05/2017
2017;AQ;18;079095;Petronà;079009;Belcastro;"Legge regionale 7 novembre 2017, n. 39; B.U.R.C. n. 109 dell'8 novembre 2017";Modificata la circoscrizione territoriale a seguito dell'aggregazione di una zona di territorio distaccata dal comune di Belcastro;09/11/2017
2017;CE;18;079009;Belcastro;079095;Petronà;"Legge regionale 7 novembre 2017, n. 39; B.U.R.C. n. 109 dell'8 novembre 2017";Modificata la circoscrizione territoriale a seguito del distacco di una zona di territorio aggregata al comune di Petronà;09/11/2017
2017;AQ;20;095067;Tresnuraghes;095083;Magomadas;"Legge regionale 16 marzo 2017, n. 4; B.U.R. n.14 del 23 marzo 2017. Avvertenza: con sentenza della Corte costituzionale n. 21 del 23 marzo 2018 è dichiarata l'incostituzionalità della L.R. n. 4/2017 di cui sono annullati gli effetti.";Permuta di zone di territorio con il comune di Magomadas;
2017;CE;20;095067;Tresnuraghes;095083;Magomadas;"Legge regionale 16 marzo 2017, n. 4; B.U.R. n.14 del 23 marzo 2017. Avvertenza: con sentenza della Corte costituzionale n. 21 del 23 marzo 2018 è dichiarata l'incostituzionalità della L.R. n. 4/2017 di cui sono annullati gli effetti.";Permuta di zone di territorio con il comune di Magomadas;
2017;AQ;20;095083;Magomadas;095067;Tresnuraghes;"Legge regionale 16 marzo 2017, n. 4; B.U.R. n.14 del 23 marzo 2017. Avvertenza: con sentenza della Corte costituzionale n. 21 del 23 marzo 2018 è dichiarata l'incostituzionalità della L.R. n. 4/2017 di cui sono annullati gli effetti.";Permuta di zone di territorio con il comune di Tresnuraghes;
2017;CE;20;095083;Magomadas;095067;Tresnuraghes;"Legge regionale 16 marzo 2017, n. 4; B.U.R. n.14 del 23 marzo 2017. Avvertenza: con sentenza della Corte costituzionale n. 21 del 23 marzo 2018 è dichiarata l'incostituzionalità della L.R. n. 4/2017 di cui sono annullati gli effetti.";Permuta di zone di territorio con il comune di Tresnuraghes;
2017;AP;05;025052;Sappada;030189;;"Legge 5 dicembre 2017, n. 182; G.U. n. 292 del 15 dicembre 2017";Distacco del comune di Sappada dalla regione Veneto e relativa aggregazione alla regione Friuli-Venezia Giulia;16/12/2017
2018;CS;01;002170;Alto Sermenza;002111;Rima San Giuseppe;"Legge regionale 10 ottobre 2017, n. 14; B.U.R. n. 41, Suppl. n. 2, del  12 ottobre 2017";Nuovo comune costituito mediante fusione dei comuni di Rima San Giuseppe e Rimasco;01/01/2018
2018;CS;01;002170;Alto Sermenza;002112;Rimasco;"Legge regionale 10 ottobre 2017, n. 14; B.U.R. n. 41, Suppl. n. 2, del  12 ottobre 2017";Nuovo comune costituito mediante fusione dei comuni di Rima San Giuseppe e Rimasco;01/01/2018
2018;AQ;01;002170;Alto Sermenza;002111;Rima San Giuseppe;"Legge regionale 10 ottobre 2017, n. 14; B.U.R. n. 41, Suppl. n. 2, del  12 ottobre 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Rima San Giuseppe e Rimasco;01/01/2018
2018;AQ;01;002170;Alto Sermenza;002112;Rimasco;"Legge regionale 10 ottobre 2017, n. 14; B.U.R. n. 41, Suppl. n. 2, del  12 ottobre 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Rima San Giuseppe e Rimasco;01/01/2018
2018;ES;01;002111;Rima San Giuseppe;002170;Alto Sermenza;"Legge regionale 10 ottobre 2017, n. 14; B.U.R. n. 41, Suppl. n. 2, del  12 ottobre 2017";Soppresso e unitamente al comune di Rimasco passa a costituire il nuovo comune di Alto Sermenza;01/01/2018
2018;ES;01;002112;Rimasco;002170;Alto Sermenza;"Legge regionale 10 ottobre 2017, n. 14; B.U.R. n. 41, Suppl. n. 2, del  12 ottobre 2017";Soppresso e unitamente al comune di Rima San Giuseppe passa a costituire il nuovo comune di Alto Sermenza;01/01/2018
2018;CS;01;002171;Cellio con Breia;002019;Breia;"Legge regionale 6 dicembre 2017, n. 23; B.U.R. n. 50, Suppl. n. 2, del  14 dicembre 2017";Nuovo comune costituito mediante fusione dei comuni di Breia e Cellio;01/01/2018
2018;CS;01;002171;Cellio con Breia;002038;Cellio;"Legge regionale 6 dicembre 2017, n. 23; B.U.R. n. 50, Suppl. n. 2, del  14 dicembre 2017";Nuovo comune costituito mediante fusione dei comuni di Breia e Cellio;01/01/2018
2018;AQ;01;002171;Cellio con Breia;002019;Breia;"Legge regionale 6 dicembre 2017, n. 23; B.U.R. n. 50, Suppl. n. 2, del  14 dicembre 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Breia e Cellio;01/01/2018
2018;AQ;01;002171;Cellio con Breia;002038;Cellio;"Legge regionale 6 dicembre 2017, n. 23; B.U.R. n. 50, Suppl. n. 2, del  14 dicembre 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Breia e Cellio;01/01/2018
2018;ES;01;002019;Breia;002171;Cellio con Breia;"Legge regionale 6 dicembre 2017, n. 23; B.U.R. n. 50, Suppl. n. 2, del  14 dicembre 2017";Soppresso e unitamente al comune di Cellio passa a costituire il nuovo comune di Cellio con Breia;01/01/2018
2018;ES;01;002038;Cellio;002171;Cellio con Breia;"Legge regionale 6 dicembre 2017, n. 23; B.U.R. n. 50, Suppl. n. 2, del  14 dicembre 2017";Soppresso e unitamente al comune di Breia passa a costituire il nuovo comune di Cellio con Breia;01/01/2018
2018;CS;01;006191;Cassano Spinola;006042;Cassano Spinola;"Legge regionale 5 aprile 2017, n. 4; B.U.R. n.14 del  6 aprile 2017";Nuovo comune costituito mediante fusione dei comuni di Cassano Spinola e Gavazzana;01/01/2018
2018;CS;01;006191;Cassano Spinola;006080;Gavazzana;"Legge regionale 5 aprile 2017, n. 4; B.U.R. n.14 del  6 aprile 2017";Nuovo comune costituito mediante fusione dei comuni di Cassano Spinola e Gavazzana;01/01/2018
2018;AQ;01;006191;Cassano Spinola;006042;Cassano Spinola;"Legge regionale 5 aprile 2017, n. 4; B.U.R. n.14 del  6 aprile 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Cassano Spinola e Gavazzana;01/01/2018
2018;AQ;01;006191;Cassano Spinola;006080;Gavazzana;"Legge regionale 5 aprile 2017, n. 4; B.U.R. n.14 del  6 aprile 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Cassano Spinola e Gavazzana;01/01/2018
2018;ES;01;006042;Cassano Spinola;006191;Cassano Spinola;"Legge regionale 5 aprile 2017, n. 4; B.U.R. n.14 del  6 aprile 2017";Soppresso e unitamente al comune di Gavazzana passa a costituire il nuovo comune di Cassano Spinola;01/01/2018
2018;ES;01;006080;Gavazzana;006191;Cassano Spinola;"Legge regionale 5 aprile 2017, n. 4; B.U.R. n.14 del  6 aprile 2017";Soppresso e unitamente al comune di Cassano Spinola passa a costituire il nuovo comune di Cassano Spinola;01/01/2018
2018;CS;01;006192;Alluvioni Piovera;006006;Alluvioni Cambiò;"Legge regionale 6 dicembre 2017, n. 22; Suppl. n. 2 al B.U.R. n. 50 del 14 dicembre 2017";Nuovo comune costituito mediante fusione dei comuni di Alluvioni Cambiò e Piovera ;01/01/2018
2018;CS;01;006192;Alluvioni Piovera;006130;Piovera;"Legge regionale 6 dicembre 2017, n. 22; Suppl. n. 2 al B.U.R. n. 50 del 14 dicembre 2017";Nuovo comune costituito mediante fusione dei comuni di Alluvioni Cambiò e Piovera ;01/01/2018
2018;AQ;01;006192;Alluvioni Piovera;006006;Alluvioni Cambiò;"Legge regionale 6 dicembre 2017, n. 22; Suppl. n. 2 al B.U.R. n. 50 del 14 dicembre 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Alluvioni Cambiò e Piovera ;01/01/2018
2018;AQ;01;006192;Alluvioni Piovera;006130;Piovera;"Legge regionale 6 dicembre 2017, n. 22; Suppl. n. 2 al B.U.R. n. 50 del 14 dicembre 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Alluvioni Cambiò e Piovera ;01/01/2018
2018;ES;01;006006;Alluvioni Cambiò;006192;Alluvioni Piovera;"Legge regionale 6 dicembre 2017, n. 22; Suppl. n. 2 al B.U.R. n. 50 del 14 dicembre 2017";Soppresso e unitamente al comune di Piovera passa a costituire il nuovo comune di Alluvioni Piovera;01/01/2018
2018;ES;01;006130;Piovera;006192;Alluvioni Piovera;"Legge regionale 6 dicembre 2017, n. 22; Suppl. n. 2 al B.U.R. n. 50 del 14 dicembre 2017";Soppresso e unitamente al comune di Alluvioni Cambiò passa a costituire il nuovo comune di Alluvioni Piovera;01/01/2018
2018;AQ;01;002156;Varallo;002123;Sabbia;"Legge regionale 28 dicembre 2017, n. 25; B.U.R. n. 52, Suppl. ord. n. 4 del 29 dicembre 2017";Modificata la circoscrizione territoriale a seguito dell’aggregazione del territorio del soppresso comune di Sabbia;01/01/2018
2018;ES;01;002123;Sabbia;002156;Varallo;"Legge regionale 28 dicembre 2017, n. 25; B.U.R. n. 52, Suppl. ord. n. 4 del 29 dicembre 2017";Soppresso e aggregato alla circoscrizione territoriale del comune di Varallo;01/01/2018
2018;CS;03;013254;Centro Valle Intelvi;013050;Casasco d'Intelvi;"Legge regionale 11 dicembre 2017, n. 30; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Nuovo comune costituito mediante fusione dei comuni di Casasco d'Intelvi, Castiglione d'Intelvi e San Fedele Intelvi;01/01/2018
2018;CS;03;013254;Centro Valle Intelvi;013060;Castiglione d'Intelvi;"Legge regionale 11 dicembre 2017, n. 30; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Nuovo comune costituito mediante fusione dei comuni di Casasco d'Intelvi, Castiglione d'Intelvi e San Fedele Intelvi;01/01/2018
2018;CS;03;013254;Centro Valle Intelvi;013205;San Fedele Intelvi;"Legge regionale 11 dicembre 2017, n. 30; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Nuovo comune costituito mediante fusione dei comuni di Casasco d'Intelvi, Castiglione d'Intelvi e San Fedele Intelvi;01/01/2018
2018;AQ;03;013254;Centro Valle Intelvi;013050;Casasco d'Intelvi;"Legge regionale 11 dicembre 2017, n. 30; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Casasco d'Intelvi, Castiglione d'Intelvi e San Fedele Intelvi;01/01/2018
2018;AQ;03;013254;Centro Valle Intelvi;013060;Castiglione d'Intelvi;"Legge regionale 11 dicembre 2017, n. 30; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Casasco d'Intelvi, Castiglione d'Intelvi e San Fedele Intelvi;01/01/2018
2018;AQ;03;013254;Centro Valle Intelvi;013205;San Fedele Intelvi;"Legge regionale 11 dicembre 2017, n. 30; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Casasco d'Intelvi, Castiglione d'Intelvi e San Fedele Intelvi;01/01/2018
2018;ES;03;013050;Casasco d'Intelvi;013254;Centro Valle Intelvi;"Legge regionale 11 dicembre 2017, n. 30; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Soppresso e unitamente ai comuni di Castiglione d'Intelvi e San Fedele Intelvi passano a costituire il nuovo comune di Centro Valle Intelvi;01/01/2018
2018;ES;03;013060;Castiglione d'Intelvi;013254;Centro Valle Intelvi;"Legge regionale 11 dicembre 2017, n. 30; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Soppresso e unitamente ai comuni di Casasco d'Intelvi e San Fedele Intelvi passano a costituire il nuovo comune di Centro Valle Intelvi;01/01/2018
2018;ES;03;013205;San Fedele Intelvi;013254;Centro Valle Intelvi;"Legge regionale 11 dicembre 2017, n. 30; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Soppresso e unitamente ai comuni di Casasco d'Intelvi e Castiglione d'Intelvi passano a costituire il nuovo comune di Centro Valle Intelvi;01/01/2018
2018;CS;03;097093;Valvarrone;097041;Introzzo;"Legge regionale 11 dicembre 2017, n. 31; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Nuovo comune costituito mediante fusione dei comuni di Introzzo, Tremenico e Vestreno;01/01/2018
2018;CS;03;097093;Valvarrone;097081;Tremenico;"Legge regionale 11 dicembre 2017, n. 31; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Nuovo comune costituito mediante fusione dei comuni di Introzzo, Tremenico e Vestreno;01/01/2018
2018;CS;03;097093;Valvarrone;097089;Vestreno;"Legge regionale 11 dicembre 2017, n. 31; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Nuovo comune costituito mediante fusione dei comuni di Introzzo, Tremenico e Vestreno;01/01/2018
2018;AQ;03;097093;Valvarrone;097041;Introzzo;"Legge regionale 11 dicembre 2017, n. 31; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Introzzo, Tremenico e Vestreno;01/01/2018
2018;AQ;03;097093;Valvarrone;097089;Vestreno;"Legge regionale 11 dicembre 2017, n. 31; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Introzzo, Tremenico e Vestreno;01/01/2018
2018;AQ;03;097093;Valvarrone;097081;Tremenico;"Legge regionale 11 dicembre 2017, n. 31; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Introzzo, Tremenico e Vestreno;01/01/2018
2018;ES;03;097041;Introzzo;097093;Valvarrone;"Legge regionale 11 dicembre 2017, n. 31; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Soppresso e unitamente ai comuni di Tremenico e Vestreno passano a costituire il nuovo comune di Valvarrone;01/01/2018
2018;ES;03;097089;Vestreno;097093;Valvarrone;"Legge regionale 11 dicembre 2017, n. 31; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Soppresso e unitamente ai comuni di Introzzo e Tremenico passano a costituire il nuovo comune di Valvarrone;01/01/2018
2018;ES;03;097081;Tremenico;097093;Valvarrone;"Legge regionale 11 dicembre 2017, n. 31; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Soppresso e unitamente ai comuni di Introzzo e Vestreno passano a costituire il nuovo comune di Valvarrone;01/01/2018
2018;CS;03;020072;Borgo Mantovano;020040;Pieve di Coriano;"Legge regionale 11 dicembre 2017, n. 32; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Nuovo comune costituito mediante fusione dei comuni di Pieve di Coriano, Revere e Villa Poma;01/01/2018
2018;CS;03;020072;Borgo Mantovano;020049;Revere;"Legge regionale 11 dicembre 2017, n. 32; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Nuovo comune costituito mediante fusione dei comuni di Pieve di Coriano, Revere e Villa Poma;01/01/2018
2018;CS;03;020072;Borgo Mantovano;020067;Villa Poma;"Legge regionale 11 dicembre 2017, n. 32; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Nuovo comune costituito mediante fusione dei comuni di Pieve di Coriano, Revere e Villa Poma;01/01/2018
2018;AQ;03;020072;Borgo Mantovano;020040;Pieve di Coriano;"Legge regionale 11 dicembre 2017, n. 32; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Pieve di Coriano, Revere e Villa Poma;01/01/2018
2018;AQ;03;020072;Borgo Mantovano;020049;Revere;"Legge regionale 11 dicembre 2017, n. 32; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Pieve di Coriano, Revere e Villa Poma;01/01/2018
2018;AQ;03;020072;Borgo Mantovano;020067;Villa Poma;"Legge regionale 11 dicembre 2017, n. 32; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Pieve di Coriano, Revere e Villa Poma;01/01/2018
2018;ES;03;020040;Pieve di Coriano;020072;Borgo Mantovano;"Legge regionale 11 dicembre 2017, n. 32; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Soppresso e unitamente ai comuni di Revere e Villa Poma passano a costituire il nuovo comune di Borgo Mantovano;01/01/2018
2018;ES;03;020049;Revere;020072;Borgo Mantovano;"Legge regionale 11 dicembre 2017, n. 32; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Soppresso e unitamente ai comuni di Pieve di Coriano e Villa Poma passano a costituire il nuovo comune di Borgo Mantovano;01/01/2018
2018;ES;03;020067;Villa Poma;020072;Borgo Mantovano;"Legge regionale 11 dicembre 2017, n. 32; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Soppresso e unitamente ai comuni di Pieve di Coriano e Revere passano a costituire il nuovo comune di Borgo Mantovano;01/01/2018
2018;CS;03;098062;Castelgerundo;098016;Cavacurta;"Legge regionale 11 dicembre 2017, n. 29; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Nuovo comune costituito mediante fusione dei comuni di Cavacurta e Camairago;01/01/2018
2018;CS;03;098062;Castelgerundo;098007;Camairago;"Legge regionale 11 dicembre 2017, n. 29; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Nuovo comune costituito mediante fusione dei comuni di Cavacurta e Camairago;01/01/2018
2018;AQ;03;098062;Castelgerundo;098016;Cavacurta;"Legge regionale 11 dicembre 2017, n. 29; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Cavacurta e Camairago;01/01/2018
2018;AQ;03;098062;Castelgerundo;098007;Camairago;"Legge regionale 11 dicembre 2017, n. 29; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Cavacurta e Camairago;01/01/2018
2018;ES;03;098016;Cavacurta;098062;Castelgerundo;"Legge regionale 11 dicembre 2017, n. 29; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Soppresso e unitamente al comune di Camairago passa a costituire il nuovo comune di Castelgerundo;01/01/2018
2018;ES;03;098007;Camairago;098062;Castelgerundo;"Legge regionale 11 dicembre 2017, n. 29; Suppl. al B.U.R. n. 50 del 13 dicembre 2017";Soppresso e unitamente al comune diCavacurta passa a costituire il nuovo comune di Castelgerundo;01/01/2018
2018;CS;04;022250;Sèn Jan di Fassa-Sèn Jan;022145;Pozza di Fassa;"Legge regionale 31 ottobre 2017, n. 8; Num. Str. n. 1 al B.U. n.44/I-II del 31 ottobre 2017";Nuovo comune costituito mediante fusione dei comuni di Pozza di Fassa e Vigo di Fassa;01/01/2018
2018;CS;04;022250;Sèn Jan di Fassa-Sèn Jan;022217;Vigo di Fassa;"Legge regionale 31 ottobre 2017, n. 8; Num. Str. n. 1 al B.U. n.44/I-II del 31 ottobre 2017";Nuovo comune costituito mediante fusione dei comuni di Pozza di Fassa e Vigo di Fassa;01/01/2018
2018;AQ;04;022250;Sèn Jan di Fassa-Sèn Jan;022145;Pozza di Fassa;"Legge regionale 31 ottobre 2017, n. 8; Num. Str. n. 1 al B.U. n.44/I-II del 31 ottobre 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Pozza di Fassa e Vigo di Fassa;01/01/2018
2018;AQ;04;022250;Sèn Jan di Fassa-Sèn Jan;022217;Vigo di Fassa;"Legge regionale 31 ottobre 2017, n. 8; Num. Str. n. 1 al B.U. n.44/I-II del 31 ottobre 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Pozza di Fassa e Vigo di Fassa;01/01/2018
2018;ES;04;022145;Pozza di Fassa;022250;Sèn Jan di Fassa-Sèn Jan;"Legge regionale 31 ottobre 2017, n. 8; Num. Str. n. 1 al B.U. n.44/I-II del 31 ottobre 2017";Soppresso e unitamente al comune di Vigo di Fassa passa a costituire il nuovo comune di Sèn Jan di Fassa-Sèn Jan;01/01/2018
2018;ES;04;022217;Vigo di Fassa;022250;Sèn Jan di Fassa-Sèn Jan;"Legge regionale 31 ottobre 2017, n. 8; Num. Str. n. 1 al B.U. n.44/I-II del 31 ottobre 2017";Soppresso e unitamente al comune di Pozza di Fassa passa a costituire il nuovo comune di Sèn Jan di Fassa-Sèn Jan;01/01/2018
